transaction_id,ngo_id,amount,days_since_donation,ngo_avg_verification_time,ngo_pending_ratio,is_round_number,hour_of_day,is_anomalous,reason
T03629,NGO016,26221.84,9.85,8.77,0.27,False,14,0,
T03630,NGO016,28168.88,10.56,5.26,0.26,False,15,0,
T03631,NGO016,13344.3,7.07,6.6,0.19,False,12,0,
T03632,NGO016,15189.4,5.91,8.93,0.2,False,11,0,
T03633,NGO016,12631.54,8.16,4.43,0.23,False,16,0,
T03634,NGO016,20000.0,5.18,5.88,0.18,True,6,1,"Round-number amount, possible structuring"
T03635,NGO016,8839.85,6.73,4.34,0.14,False,14,0,
T03636,NGO016,11985.34,5.98,5.32,0.19,False,9,0,
T03637,NGO016,32308.44,11.53,6.93,0.18,False,13,0,
T03638,NGO016,15457.82,8.54,2.3,0.2,False,7,0,
T03639,NGO016,32607.94,7.77,1.8,0.18,False,17,0,
T03640,NGO016,13381.7,4.1,3.58,0.18,False,12,0,
T03641,NGO016,11145.47,0.94,1.84,0.21,False,16,0,
T03642,NGO016,11664.04,9.54,1.41,0.21,False,17,0,
T03643,NGO016,22100.78,8.7,5.6,0.17,False,11,0,
T03644,NGO016,31175.23,9.63,6.13,0.2,False,11,0,
T03645,NGO016,40715.91,9.4,2.37,0.2,False,14,0,
T03646,NGO016,7790.29,0.15,8.65,0.21,False,8,1,Disbursed within hours of donation arriving
T03647,NGO016,15382.14,7.71,4.74,0.22,False,17,0,
T03648,NGO016,29658.3,11.65,3.52,0.21,False,8,0,
T03649,NGO016,29378.53,3.91,8.09,0.19,False,16,0,
T03650,NGO016,18785.75,4.02,8.4,0.18,False,16,0,
T03651,NGO016,24915.6,7.3,5.8,0.13,False,11,0,
T03652,NGO016,32796.08,10.35,2.43,0.21,False,10,0,
T03653,NGO016,24814.06,3.59,10.83,0.18,False,10,0,
T03654,NGO016,19428.3,9.2,7.22,0.15,False,12,0,
T03655,NGO016,5750.62,5.49,7.84,0.22,False,14,0,
T03656,NGO016,12947.98,4.76,6.4,0.23,False,18,0,
T03657,NGO016,66948.08,7.48,7.9,0.22,False,13,0,
T03658,NGO016,7135.31,1.13,9.48,0.19,False,15,0,
T03659,NGO016,35156.1,6.91,7.6,0.23,False,15,0,
T03660,NGO016,17841.87,3.74,1.83,0.23,False,18,0,
T03661,NGO016,4962.17,7.3,9.6,0.2,False,7,0,
T03662,NGO016,21000.49,3.81,3.73,0.21,False,16,0,
T03663,NGO016,12154.67,10.25,0.41,0.17,False,15,0,
T03664,NGO016,17793.91,7.67,5.98,0.18,False,5,0,
T03665,NGO016,28283.25,7.59,4.65,0.19,False,9,0,
T03666,NGO016,12142.87,6.88,0.79,0.21,False,16,0,
T03667,NGO016,15791.77,7.76,1.53,0.16,False,12,0,
T03668,NGO016,15415.89,4.62,7.08,0.21,False,14,0,
T03669,NGO016,8993.15,9.05,5.18,0.17,False,9,0,
T03670,NGO016,14724.27,8.61,7.58,0.21,False,7,0,
T03671,NGO016,13184.0,4.26,5.49,0.22,False,13,0,
T03672,NGO016,8875.45,8.91,7.78,0.18,False,12,0,
T03673,NGO016,17444.88,7.46,6.66,0.2,False,11,0,
T03674,NGO016,21482.52,8.88,5.65,0.18,False,12,0,
T03675,NGO016,21923.28,9.24,6.38,0.19,False,14,0,
T03676,NGO016,11351.12,11.09,2.61,0.18,False,9,0,
T03677,NGO016,17537.25,5.72,2.18,0.22,False,11,0,
T03678,NGO016,11035.6,6.04,9.07,0.19,False,11,0,
T03679,NGO016,7938.2,8.11,2.83,0.16,False,12,0,
T03680,NGO016,67705.37,9.14,8.87,0.17,False,13,0,
T03681,NGO016,17738.95,5.41,3.29,0.19,False,15,0,
T03682,NGO016,8730.5,6.86,3.97,0.24,False,9,0,
T03683,NGO016,23409.33,8.93,5.22,0.18,False,11,0,
T03684,NGO016,6952.63,6.84,2.11,0.12,False,12,0,
T03685,NGO016,53370.84,3.94,2.06,0.19,False,10,0,
T03686,NGO016,29756.14,4.91,5.27,0.23,False,10,0,
T03687,NGO016,7667.4,7.34,6.65,0.15,False,9,0,
T03688,NGO016,13459.85,4.16,2.06,0.2,False,11,0,
T03689,NGO016,10745.74,2.9,5.31,0.23,False,14,0,
T03690,NGO016,11961.81,10.52,0.0,0.17,False,13,0,
T03691,NGO016,19122.43,5.96,1.77,0.19,False,15,0,
T03692,NGO016,24370.27,6.31,0.0,0.17,False,13,0,
T03693,NGO016,46789.1,4.2,6.48,0.21,False,12,0,
T03694,NGO016,32338.04,76.8,9.63,0.16,False,6,1,Donation sat unspent for 77 days before disbursement
T03695,NGO016,15433.68,5.52,0.0,0.22,False,10,0,
T03696,NGO016,14327.18,1.0,8.89,0.2,False,9,0,
T03697,NGO016,23603.36,2.85,4.01,0.19,False,10,0,
T03698,NGO016,6496.29,9.69,3.91,0.18,False,13,0,
T03699,NGO016,18006.02,3.71,8.98,0.2,False,15,0,
T03700,NGO016,9067.21,8.37,6.49,0.21,False,13,0,
T03701,NGO016,18564.63,7.8,8.19,0.17,False,9,0,
T03702,NGO016,15984.16,9.81,2.06,0.19,False,7,0,
T03703,NGO016,16871.9,3.7,3.52,0.18,False,17,0,
T03704,NGO016,15685.17,5.83,1.04,0.2,False,15,0,
T03705,NGO016,9163.46,4.35,5.83,0.14,False,14,0,
T03706,NGO016,6192.72,3.8,6.69,0.22,False,16,0,
T03707,NGO016,17918.9,69.5,2.06,0.18,False,15,1,Donation sat unspent for 70 days before disbursement
T03708,NGO016,16715.6,8.47,7.5,0.2,False,14,0,
T03709,NGO016,14585.33,3.03,5.55,0.2,False,14,0,
T03710,NGO016,27862.36,6.52,3.13,0.18,False,11,0,
T03711,NGO016,28026.29,6.41,9.42,0.23,False,13,0,
T03712,NGO016,19821.87,9.14,4.43,0.17,False,14,0,
T03713,NGO016,11432.6,1.92,6.66,0.21,False,0,1,Disbursement created at unusual hour (0:00)
T03714,NGO016,22431.89,0.85,6.26,0.14,False,14,0,
T03715,NGO016,10153.09,6.33,8.73,0.24,False,12,0,
T03716,NGO016,17776.71,3.28,6.27,0.18,False,13,0,
T03717,NGO016,20732.28,7.65,7.82,0.2,False,13,0,
T03718,NGO016,45238.92,8.51,9.98,0.22,False,12,0,
T03719,NGO017,17683.78,7.69,44.37,0.35,False,10,0,
T03720,NGO017,23128.42,5.91,43.68,0.37,False,15,0,
T03721,NGO017,12887.88,7.27,49.56,0.4,False,12,0,
T03722,NGO017,8778.91,6.02,46.2,0.29,False,13,0,
T03723,NGO017,11255.16,5.6,48.94,0.31,False,9,0,
T03724,NGO017,10396.56,6.24,42.8,0.33,False,18,0,
T03725,NGO017,24965.36,12.0,41.53,0.31,False,11,0,
T03726,NGO017,13812.24,5.77,44.5,0.36,False,13,0,
T03727,NGO017,7343.66,10.3,45.68,0.31,False,17,0,
T03728,NGO017,23734.94,3.45,43.75,0.4,False,18,0,
T03729,NGO017,6159.17,9.02,42.01,0.37,False,17,0,
T03730,NGO017,21360.79,6.02,48.8,0.26,False,11,0,
T03731,NGO017,10842.06,0.14,46.68,0.33,False,17,1,Disbursed within hours of donation arriving
T03732,NGO017,26469.13,5.5,51.55,0.33,False,13,0,
T03733,NGO017,24660.49,0.09,51.42,0.36,False,10,0,
T03734,NGO017,25062.36,6.87,44.64,0.27,False,16,0,
T03735,NGO017,29201.0,7.06,41.91,0.33,False,20,0,
T03736,NGO017,19867.09,6.2,49.32,0.4,False,11,0,
T03737,NGO017,13235.0,6.08,46.85,0.36,False,16,0,
T03738,NGO017,8917.02,6.99,46.72,0.33,False,10,0,
T03739,NGO017,18772.54,11.15,45.85,0.36,False,15,0,
T03740,NGO017,9283.48,6.35,43.5,0.31,False,15,0,
T03741,NGO017,25260.56,7.52,51.02,0.34,False,10,0,
T03742,NGO017,11212.32,5.0,45.85,0.37,False,9,0,
T03743,NGO017,14651.74,4.82,40.7,0.37,False,17,0,
T03744,NGO017,11493.57,0.13,44.84,0.36,False,6,1,Disbursed within hours of donation arriving
T03745,NGO017,15001.38,7.66,42.65,0.37,False,11,0,
T03746,NGO017,12300.88,5.16,46.21,0.35,False,16,0,
T03747,NGO017,16273.06,0.89,44.67,0.38,False,9,0,
T03748,NGO017,29566.99,11.99,42.93,0.35,False,13,0,
T03749,NGO017,7286.18,4.37,51.32,0.37,False,16,0,
T03750,NGO017,8724.8,10.15,50.36,0.37,False,8,0,
T03751,NGO017,8194.14,3.08,49.61,0.33,False,15,0,
T03752,NGO017,8845.26,5.36,45.94,0.36,False,11,0,
T03753,NGO017,13384.37,6.36,43.14,0.32,False,10,0,
T03754,NGO017,11673.36,3.25,47.42,0.32,False,15,0,
T03755,NGO017,13806.45,6.84,47.99,0.35,False,14,0,
T03756,NGO017,27303.58,10.66,43.26,0.38,False,14,0,
T03757,NGO017,11703.81,10.16,50.33,0.36,False,12,0,
T03758,NGO017,10293.05,2.26,42.9,0.32,False,10,0,
T03759,NGO017,18392.16,7.38,50.96,0.35,False,11,0,
T03760,NGO017,15657.53,9.14,45.68,0.32,False,16,0,
T03761,NGO017,7445.99,5.93,41.88,0.33,False,6,0,
T03762,NGO017,7758.74,6.27,47.38,0.35,False,17,0,
T03763,NGO017,15705.36,6.65,56.92,0.38,False,10,0,
T03764,NGO017,20415.26,9.18,46.95,0.35,False,15,0,
T03765,NGO017,13307.49,11.59,42.23,0.34,False,15,0,
T03766,NGO017,10564.17,3.91,46.0,0.33,False,12,0,
T03767,NGO017,33859.76,7.16,48.36,0.35,False,11,0,
T03768,NGO017,19616.78,5.77,45.21,0.37,False,13,0,
T03769,NGO017,11005.45,8.6,47.22,0.33,False,14,0,
T03770,NGO017,13323.36,7.26,47.77,0.38,False,14,0,
T03771,NGO017,13843.5,5.13,44.96,0.3,False,14,0,
T03772,NGO017,19076.75,13.22,48.18,0.32,False,13,0,
T03773,NGO017,9320.89,6.19,46.17,0.36,False,9,0,
T03774,NGO017,13281.88,4.38,45.37,0.33,False,13,0,
T03775,NGO017,42582.05,9.03,47.65,0.39,False,12,0,
T03776,NGO017,10876.52,1.62,45.09,0.33,False,15,0,
T03777,NGO017,16467.06,6.36,45.71,0.34,False,14,0,
T03778,NGO017,8917.12,5.52,43.28,0.35,False,13,0,
T03779,NGO017,20928.71,6.81,44.69,0.33,False,9,0,
T03780,NGO017,13636.09,9.31,47.69,0.31,False,10,0,
T03781,NGO017,30945.75,4.7,42.7,0.39,False,13,0,
T03782,NGO017,14878.56,10.6,47.4,0.3,False,7,0,
T03783,NGO017,13172.05,6.01,46.75,0.32,False,14,0,
T03784,NGO017,24325.83,1.09,46.77,0.39,False,19,0,
T03785,NGO017,33097.07,7.34,47.91,0.31,False,13,0,
T03786,NGO017,30581.75,6.18,45.36,0.35,False,13,0,
T03787,NGO017,31132.14,6.68,46.06,0.31,False,16,0,
T03788,NGO017,9728.06,2.18,47.74,0.35,False,15,0,
T03789,NGO017,35073.84,6.08,44.47,0.43,False,9,0,
T03790,NGO017,81367.27,3.18,48.67,0.39,False,15,0,
T03791,NGO017,26279.93,4.79,46.63,0.36,False,11,0,
T03792,NGO017,35360.56,2.34,49.44,0.4,False,8,0,
T03793,NGO017,10565.4,8.19,51.11,0.37,False,14,0,
T03794,NGO017,23403.13,6.56,48.51,0.33,False,14,0,
T03795,NGO017,9538.42,4.48,45.17,0.34,False,16,0,
T03796,NGO017,3664.07,2.13,44.52,0.33,False,14,0,
T03797,NGO017,42459.03,1.85,45.1,0.34,False,12,0,
T03798,NGO017,34469.68,9.62,46.4,0.38,False,15,0,
T03799,NGO017,20091.13,2.72,43.58,0.37,False,9,0,
T03800,NGO017,12579.9,6.11,47.68,0.35,False,13,0,
T03801,NGO017,21270.38,5.15,50.1,0.34,False,12,0,
T03802,NGO017,16281.06,7.84,43.92,0.31,False,12,0,
T03803,NGO017,13094.12,6.01,51.53,0.32,False,20,0,
T03804,NGO017,20926.35,7.46,44.66,0.35,False,15,0,
T03805,NGO017,29095.66,6.09,48.56,0.36,False,16,0,
T03806,NGO017,9519.94,9.01,53.78,0.38,False,13,0,
T03807,NGO017,17931.41,3.1,43.7,0.34,False,18,0,
T03808,NGO017,12189.09,4.99,46.31,0.35,False,13,0,
T03809,NGO017,47774.35,9.13,49.3,0.32,False,17,0,
T03810,NGO017,10411.67,11.38,47.69,0.33,False,10,0,
T03811,NGO017,17073.69,0.51,47.85,0.32,False,12,0,
T03812,NGO017,12316.03,7.72,47.18,0.29,False,15,0,
T03813,NGO017,35897.09,1.38,52.65,0.34,False,10,0,
T03814,NGO017,26203.07,8.09,43.57,0.36,False,10,0,
T03815,NGO017,20631.44,7.96,46.27,0.37,False,9,0,
T03816,NGO017,20000.0,7.6,47.26,0.32,True,10,1,"Round-number amount, possible structuring"
T03817,NGO017,27240.97,7.39,44.12,0.33,False,12,0,
T03818,NGO017,14932.45,4.77,42.18,0.36,False,16,0,
T03819,NGO017,10243.83,6.58,46.88,0.35,False,13,0,
T03820,NGO017,10062.38,13.05,49.96,0.38,False,13,0,
T03821,NGO017,13886.15,6.03,44.11,0.37,False,11,0,
T03822,NGO017,25130.44,3.89,45.18,0.34,False,0,1,Disbursement created at unusual hour (0:00)
T03823,NGO017,15254.98,4.1,50.77,0.38,False,14,0,
T03824,NGO017,12905.67,5.83,48.65,0.32,False,14,0,
T03825,NGO017,15116.07,9.95,41.13,0.38,False,12,0,
T03826,NGO017,12668.2,6.1,45.49,0.34,False,13,0,
T03827,NGO017,12450.88,8.07,45.86,0.36,False,13,0,
T03828,NGO017,9099.23,5.12,47.73,0.32,False,13,0,
T03829,NGO017,5513.96,6.74,48.65,0.35,False,16,0,
T03830,NGO017,16322.4,10.08,47.35,0.33,False,14,0,
T03831,NGO017,7175.99,9.02,42.65,0.39,False,10,0,
T03832,NGO017,13848.4,0.2,49.94,0.29,False,15,1,Disbursed within hours of donation arriving
T03833,NGO017,12175.78,8.91,41.47,0.37,False,15,0,
T03834,NGO017,27613.86,3.61,43.63,0.32,False,11,0,
T03835,NGO017,27076.26,7.54,42.69,0.32,False,11,0,
T03836,NGO017,15680.56,10.75,51.25,0.39,False,10,0,
T03837,NGO017,18176.05,12.08,47.97,0.3,False,11,0,
T03838,NGO017,14868.14,7.6,46.59,0.34,False,10,0,
T03839,NGO017,7693.9,6.02,46.86,0.32,False,18,0,
T03840,NGO017,16897.69,5.1,45.97,0.31,False,18,0,
T03841,NGO017,8462.96,11.01,47.46,0.34,False,13,0,
T03842,NGO017,21178.1,7.51,44.8,0.33,False,10,0,
T03843,NGO017,40724.25,9.69,36.26,0.38,False,12,0,
T03844,NGO017,11053.47,3.3,43.96,0.31,False,8,0,
T03845,NGO017,19494.09,6.15,47.82,0.34,False,9,0,
T03846,NGO017,21417.05,4.18,42.82,0.32,False,10,0,
T03847,NGO017,13376.23,8.02,46.68,0.35,False,23,1,Disbursement created at unusual hour (23:00)
T03848,NGO017,5941.16,0.69,43.99,0.37,False,11,0,
T03849,NGO017,8938.35,8.79,40.65,0.33,False,11,0,
T03850,NGO017,10645.19,4.63,49.41,0.33,False,6,0,
T03851,NGO017,10532.0,9.47,40.82,0.39,False,10,0,
T03852,NGO017,21659.33,8.84,45.61,0.36,False,13,0,
T03853,NGO017,4484.48,2.53,49.86,0.36,False,14,0,
T03854,NGO017,27227.61,5.59,47.74,0.4,False,12,0,
T03855,NGO017,19153.48,2.55,45.57,0.3,False,13,0,
T03856,NGO017,13248.74,0.67,41.51,0.34,False,13,0,
T03857,NGO017,16510.93,3.04,48.91,0.38,False,12,0,
T03858,NGO017,38826.93,12.37,44.64,0.33,False,13,0,
T03859,NGO017,28199.02,3.71,42.44,0.34,False,20,0,
T03860,NGO017,8541.7,5.33,47.45,0.32,False,13,0,
T03861,NGO017,10273.95,8.21,42.79,0.36,False,13,0,
T03862,NGO017,9656.7,4.76,45.26,0.33,False,11,0,
T03863,NGO017,16125.24,10.32,47.74,0.34,False,9,0,
T03864,NGO017,12958.84,5.98,41.31,0.35,False,7,0,
T03865,NGO017,24344.81,8.88,45.29,0.34,False,8,0,
T03866,NGO017,18184.11,0.07,47.1,0.32,False,16,0,
T03867,NGO017,78124.24,7.21,46.08,0.4,False,6,0,
T03868,NGO017,13940.84,5.57,47.21,0.35,False,16,0,
T03869,NGO017,21294.29,7.39,42.28,0.35,False,13,0,
T03870,NGO017,8792.29,5.77,54.95,0.33,False,13,0,
T03871,NGO017,10193.46,7.85,348.85,0.41,False,18,1,Unusually slow bill verification for this NGO (349h)
T03872,NGO017,7852.54,4.22,40.65,0.34,False,7,0,
T03873,NGO017,21980.29,88.11,51.54,0.31,False,15,1,Donation sat unspent for 88 days before disbursement
T03874,NGO017,8343.54,4.53,52.55,0.31,False,16,0,
T03875,NGO017,9262.45,9.67,46.0,0.38,False,15,0,
T03876,NGO017,20457.66,3.27,47.33,0.34,False,10,0,
T03877,NGO017,20591.09,10.5,46.29,0.33,False,11,0,
T03878,NGO017,26030.78,5.76,46.0,0.36,False,12,0,
T03879,NGO017,17723.01,10.28,50.32,0.34,False,17,0,
T03880,NGO017,13551.15,10.21,48.98,0.34,False,13,0,
T03881,NGO017,5463.55,2.6,47.65,0.37,False,16,0,
T03882,NGO017,13062.74,8.85,47.12,0.33,False,16,0,
T03883,NGO017,31200.54,5.25,50.87,0.35,False,13,0,
T03884,NGO017,10777.93,10.68,48.78,0.36,False,11,0,
T03885,NGO017,26636.39,6.85,46.2,0.39,False,10,0,
T03886,NGO017,6567.04,7.07,42.12,0.32,False,16,0,
T03887,NGO017,124008.67,6.55,46.6,0.31,False,8,0,
T03888,NGO017,6119.88,3.18,47.47,0.39,False,12,0,
T03889,NGO017,12366.11,3.29,45.01,0.34,False,15,0,
T03890,NGO017,4846.55,6.65,41.88,0.36,False,11,0,
T03891,NGO017,24071.33,7.72,48.31,0.32,False,17,0,
T03892,NGO017,8505.68,5.44,43.1,0.37,False,11,0,
T03893,NGO017,44392.24,5.61,41.98,0.31,False,15,0,
T03894,NGO017,24088.42,4.88,124.79,0.31,False,10,1,Unusually slow bill verification for this NGO (125h)
T03895,NGO017,33305.34,1.93,41.12,0.36,False,12,0,
T03896,NGO017,8689.51,10.74,44.92,0.34,False,11,0,
T03897,NGO017,18069.82,10.92,50.93,0.35,False,11,0,
T03898,NGO017,14069.6,1.6,52.53,0.38,False,12,0,
T03899,NGO017,13511.37,8.1,41.19,0.36,False,19,0,
T03900,NGO017,9802.86,8.67,48.99,0.33,False,15,0,
T03901,NGO017,21183.31,5.63,41.97,0.33,False,9,0,
T03902,NGO017,46854.6,3.37,47.99,0.32,False,18,0,
T03903,NGO017,15020.12,7.15,48.76,0.34,False,15,0,
T03904,NGO017,6777.36,2.68,47.21,0.36,False,8,0,
T03905,NGO017,41726.71,0.56,39.27,0.32,False,12,0,
T03906,NGO017,24876.81,0.02,44.19,0.32,False,15,0,
T03907,NGO017,14752.13,7.07,43.58,0.36,False,11,0,
T03908,NGO017,12693.57,4.57,47.17,0.33,False,17,0,
T03909,NGO017,22398.01,7.07,284.41,0.32,False,13,1,Unusually slow bill verification for this NGO (284h)
T03910,NGO017,13761.75,4.54,45.46,0.35,False,14,0,
T03911,NGO017,26290.9,6.77,45.68,0.34,False,12,0,
T03912,NGO017,11426.31,9.02,47.38,0.29,False,9,0,
T03913,NGO017,41880.34,4.45,45.07,0.3,False,13,0,
T03914,NGO017,20458.26,6.65,48.96,0.31,False,16,0,
T03915,NGO017,11886.14,9.13,44.96,0.31,False,13,0,
T03916,NGO017,13575.13,7.91,45.07,0.29,False,14,0,
T03917,NGO017,38296.1,8.25,47.06,0.36,False,14,0,
T03918,NGO017,20212.39,4.76,44.87,0.38,False,14,0,
T03919,NGO017,11986.49,5.86,44.63,0.32,False,15,0,
T03920,NGO017,12387.6,13.45,49.5,0.3,False,11,0,
T03921,NGO017,39047.89,4.19,47.52,0.33,False,15,0,
T03922,NGO017,9000.43,8.94,50.09,0.31,False,11,0,
T03923,NGO017,32142.88,12.72,47.13,0.37,False,9,0,
T03924,NGO017,24391.0,8.67,48.15,0.38,False,11,0,
T03925,NGO017,16492.34,5.91,49.08,0.41,False,14,0,
T03926,NGO017,17964.28,9.75,48.28,0.33,False,14,0,
T03927,NGO017,9174.34,6.72,43.84,0.35,False,13,0,
T03928,NGO017,9508.31,1.4,47.11,0.38,False,12,0,
T03929,NGO017,10850.43,0.07,45.45,0.32,False,13,0,
T03930,NGO017,14334.74,12.46,49.27,0.36,False,12,0,
T03931,NGO017,17788.24,7.56,48.43,0.29,False,15,0,
T03932,NGO017,20115.97,9.3,44.75,0.34,False,10,0,
T03933,NGO017,5226.95,5.83,43.15,0.28,False,14,0,
T03934,NGO017,37791.15,7.49,40.14,0.33,False,16,0,
T03935,NGO017,25546.61,7.25,48.93,0.27,False,19,0,
T03936,NGO017,10563.42,0.01,46.55,0.36,False,14,1,Disbursed within hours of donation arriving
T03937,NGO017,29759.82,0.3,43.82,0.33,False,9,0,
T03938,NGO017,10378.78,7.06,50.99,0.33,False,20,0,
T03939,NGO017,13194.98,3.16,49.81,0.37,False,19,0,
T03940,NGO017,12680.71,7.53,40.38,0.33,False,20,0,
T03941,NGO017,26009.41,9.53,43.57,0.35,False,12,0,
T03942,NGO017,11523.3,5.67,47.82,0.35,False,13,0,
T03943,NGO017,14068.26,1.63,45.1,0.36,False,13,0,
T03944,NGO017,5580.21,7.29,47.46,0.37,False,16,0,
T03945,NGO017,28272.83,4.64,45.09,0.34,False,11,0,
T03946,NGO017,19995.03,9.31,44.66,0.29,False,13,0,
T03947,NGO017,29544.24,4.06,43.16,0.38,False,10,0,
T03948,NGO017,16150.09,7.59,45.19,0.39,False,18,0,
T03949,NGO017,17160.24,3.75,43.04,0.34,False,12,0,
T03950,NGO017,31224.0,9.08,43.98,0.32,False,7,0,
T03951,NGO017,26933.34,2.72,41.12,0.37,False,11,0,
T03952,NGO017,10538.73,1.42,42.32,0.34,False,11,0,
T03953,NGO017,13678.23,5.13,39.39,0.33,False,14,0,
T03954,NGO017,17117.27,3.68,51.32,0.36,False,7,0,
T03955,NGO017,15029.67,9.1,43.77,0.32,False,10,0,
T03956,NGO017,7853.9,5.68,43.05,0.34,False,9,0,
T03957,NGO017,36114.3,6.26,46.47,0.41,False,11,0,
T03958,NGO017,22857.24,3.48,42.05,0.36,False,6,0,
T03959,NGO017,11495.79,5.19,45.76,0.3,False,11,0,
T03960,NGO017,6107.84,2.03,45.11,0.39,False,10,0,
T03961,NGO017,12745.7,1.35,40.67,0.33,False,15,0,
T03962,NGO017,20796.97,4.78,50.2,0.33,False,13,0,
T03963,NGO017,34949.76,1.63,53.08,0.32,False,10,0,
T03964,NGO018,12172.68,7.73,14.37,0.15,False,15,0,
T03965,NGO018,7612.31,10.35,7.06,0.22,False,15,0,
T03966,NGO018,20331.9,4.1,12.69,0.24,False,12,0,
T03967,NGO018,14411.5,5.9,6.79,0.21,False,10,0,
T03968,NGO018,26040.83,9.71,14.51,0.17,False,10,0,
T03969,NGO018,31444.29,7.24,13.98,0.16,False,10,0,
T03970,NGO018,17180.8,6.15,9.41,0.2,False,12,0,
T03971,NGO018,13875.93,3.25,7.54,0.16,False,6,0,
T03972,NGO018,15304.06,8.01,5.98,0.19,False,14,0,
T03973,NGO018,25986.36,11.84,14.09,0.16,False,12,0,
T03974,NGO018,13967.64,6.02,8.63,0.24,False,15,0,
T03975,NGO018,7924.24,3.85,12.82,0.21,False,19,0,
T03976,NGO018,18905.8,1.46,7.49,0.17,False,17,0,
T03977,NGO018,28224.39,4.9,7.34,0.24,False,16,0,
T03978,NGO018,40818.32,9.25,12.24,0.22,False,9,0,
T03979,NGO018,17927.99,4.52,7.21,0.23,False,10,0,
T03980,NGO018,17309.03,5.73,8.19,0.21,False,11,0,
T03981,NGO018,24486.37,1.88,9.51,0.19,False,10,0,
T03982,NGO018,10805.03,9.74,12.79,0.19,False,21,0,
T03983,NGO018,19427.82,11.37,6.53,0.17,False,6,0,
T03984,NGO018,7593.67,7.16,2.1,0.2,False,10,0,
T03985,NGO018,16558.98,7.21,4.36,0.2,False,12,0,
T03986,NGO018,16254.01,6.35,9.25,0.26,False,17,0,
T03987,NGO018,31882.89,2.19,9.32,0.21,False,19,0,
T03988,NGO018,53923.96,5.7,8.06,0.18,False,13,0,
T03989,NGO018,9454.34,1.38,3.8,0.15,False,16,0,
T03990,NGO018,24116.54,11.56,5.26,0.17,False,10,0,
T03991,NGO018,8662.98,7.06,10.89,0.22,False,17,0,
T03992,NGO018,9119.31,2.19,9.5,0.2,False,12,0,
T03993,NGO018,36033.19,9.31,9.64,0.14,False,14,0,
T03994,NGO018,19996.64,8.49,7.0,0.18,False,10,0,
T03995,NGO018,13375.61,6.43,10.76,0.23,False,16,0,
T03996,NGO018,14310.61,0.7,12.2,0.19,False,9,0,
T03997,NGO018,18273.0,0.35,11.17,0.19,False,12,0,
T03998,NGO018,8579.41,0.73,9.14,0.24,False,12,0,
T03999,NGO018,31811.23,7.63,10.14,0.22,False,13,0,
T04000,NGO018,40287.5,6.89,13.1,0.25,False,15,0,
T04001,NGO018,10201.06,8.06,11.03,0.2,False,15,0,
T04002,NGO018,17117.93,2.39,13.84,0.23,False,8,0,
T04003,NGO018,23119.02,8.18,13.25,0.17,False,6,0,
T04004,NGO018,15763.08,5.16,12.23,0.17,False,9,0,
T04005,NGO018,8624.31,6.44,8.22,0.22,False,10,0,
T04006,NGO018,18777.99,9.89,9.31,0.22,False,15,0,
T04007,NGO018,19222.3,4.0,12.41,0.18,False,12,0,
T04008,NGO018,10158.75,11.89,13.2,0.26,False,11,0,
T04009,NGO018,11251.13,6.41,10.58,0.2,False,17,0,
T04010,NGO018,6400.88,2.8,6.58,0.21,False,12,0,
T04011,NGO018,12266.3,9.13,7.24,0.19,False,14,0,
T04012,NGO018,11865.42,3.56,7.89,0.18,False,12,0,
T04013,NGO018,14164.5,9.19,14.61,0.24,False,13,0,
T04014,NGO018,40634.29,10.29,12.64,0.16,False,9,0,
T04015,NGO018,5190.61,8.18,2.92,0.23,False,18,0,
T04016,NGO018,42204.28,10.01,8.81,0.22,False,11,0,
T04017,NGO018,31637.04,7.99,11.45,0.27,False,11,0,
T04018,NGO018,10637.21,9.32,9.02,0.18,False,9,0,
T04019,NGO018,15718.68,0.9,9.44,0.22,False,10,0,
T04020,NGO018,46656.5,3.74,9.88,0.21,False,14,0,
T04021,NGO018,10366.72,6.89,12.51,0.22,False,11,0,
T04022,NGO018,25888.96,7.53,9.93,0.19,False,14,0,
T04023,NGO018,14815.33,6.93,8.27,0.22,False,9,0,
T04024,NGO018,11897.59,6.3,13.51,0.19,False,11,0,
T04025,NGO018,40532.38,11.37,10.22,0.19,False,13,0,
T04026,NGO018,26666.89,6.71,11.93,0.24,False,15,0,
T04027,NGO018,30742.19,6.83,11.66,0.19,False,9,0,
T04028,NGO018,46073.96,9.41,8.87,0.23,False,12,0,
T04029,NGO018,20886.74,3.99,10.26,0.2,False,14,0,
T04030,NGO018,17638.65,7.34,17.29,0.2,False,12,0,
T04031,NGO018,22344.96,7.85,10.33,0.2,False,9,0,
T04032,NGO018,8051.83,9.42,13.93,0.2,False,10,0,
T04033,NGO018,50406.39,5.77,11.55,0.23,False,16,0,
T04034,NGO018,19662.84,2.54,8.69,0.18,False,14,0,
T04035,NGO018,35418.81,7.37,7.61,0.17,False,18,0,
T04036,NGO018,12444.84,7.08,12.32,0.25,False,14,0,
T04037,NGO018,14643.03,4.01,17.12,0.2,False,12,0,
T04038,NGO018,19126.61,1.48,10.37,0.21,False,13,0,
T04039,NGO018,11352.57,6.03,12.94,0.15,False,14,0,
T04040,NGO018,24397.16,5.19,11.54,0.2,False,17,0,
T04041,NGO018,16707.07,6.1,11.81,0.17,False,15,0,
T04042,NGO018,26343.43,8.62,8.55,0.16,False,11,0,
